name,vintage,type,score,prediction,difference
Susana Balbo Signature Malbec,2015,malbec,92,89.251404.5,2.748596.5
Poggio Antico Brunello di Montalcino Altero,2012,brunello,94,91.420166.5,2.579834.5
Poggio di Sotto Brunello di Montalcino,2011,brunello,93,99.767380.5,-6.767380.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2016,malbec,91,89.266083.5,1.733917.5
Piattelli Premium Reserve Malbec,2016,malbec,92,89.027176.5,2.972824.5
Bodegas Nieto Senetiner Don Nicanor Single Vineyard Malbec,2013,malbec,91,90.018402.5,0.981598.5
Finca El Origen Reserva Malbec,2016,malbec,93,89.027176.5,3.972824.5
Bodega Chakana Estate Selection Malbec,2015,malbec,90,89.490311.5,0.509689.5
Kaiken Ultra Malbec,2016,malbec,94,89.345726.5,4.654274.5
Antucura Malbec,2016,malbec,90,89.106812.5,0.893188.5
Banfi Brunello di Montalcino Poggio Alle Mura,2013,brunello,96,91.793610.5,4.206390.5
Podere Giodo Brunello di Montalcino,2013,brunello,96,98.164581.5,-2.164581.5
Mocali Brunello di Montalcino,2014,brunello,90,88.981178.5,1.018822.5
Caparzo Brunello di Montalcino La Casa,2004,brunello,93,92.298546.5,0.701454.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2004,brunello,92,91.024353.5,0.975647.5
Vina Alicia Las Compuertas Malbec,2012,malbec,91,89.724983.5,1.275017.5
Vina Cobos Bramare Uco Valley Malbec,2015,malbec,93,90.007950.5,2.992050.5
Canalicchio di Sopra Brunello di Montalcino,2013,brunello,93,91.434845.5,1.565155.5
Fossacolle Brunello di Montalcino,2004,brunello,92,90.347435.5,1.652565.5
Trapiche Oak Cask Malbec,2017,malbec,91,88.922401.5,2.077599.5
Trapiche Broquel Malbec,2016,malbec,90,89.146629.5,0.853371.5
Terrazas de los Andes Reserva Malbec,2016,malbec,92,89.385544.5,2.614456.5
Pascual Toso Estate Malbec,2016,malbec,92,89.027176.5,2.972824.5
La Posta Fazzio Malbec,2016,malbec,90,89.106812.5,0.893188.5
Banfi Brunello di Montalcino Poggio Alle Mura,1999,brunello,95,92.024834.5,2.975166.5
Susana Balbo Signature Malbec,2016,malbec,95,89.266083.5,5.733917.5
Bodegas Nieto Senetiner Malbec,2017,malbec,91,89.041862.5,1.958138.5
Collosorbo Brunello di Montalcino,2013,brunello,95,90.160652.5,4.839348.5
La Posta Pizzella Family Vineyard Malbec,2016,malbec,92,89.146629.5,2.853371.5
Collosorbo Brunello di Montalcino Riserva,2012,brunello,95,92.415627.5,2.584373.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2016,malbec,91,89.226265.5,1.773735.5
Altesino Brunello di Montalcino,2013,brunello,94,90.638474.5,3.361526.5
Altesino Montosoli Brunello di Montalcino,2013,brunello,98,92.868317.5,5.131683.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2013,brunello,98,92.589584.5,5.410416.5
Renieri Brunello di Montalcino,2013,brunello,98,91.395027.5,6.604973.5
Argiano Brunello di Montalcino,2013,brunello,96,90.558838.5,5.441162.5
Fuligni Brunello di Montalcino,2013,brunello,96,91.434845.5,4.565155.5
La Rasina Brunello di Montalcino,2013,brunello,96,90.240288.5,5.759712.5
San Filippo Brunello di Montalcino Le Lucere,2013,brunello,96,91.633942.5,4.366058.5
Poggio San Polo Brunello di Montalcino,2013,brunello,96,91.116295.5,4.883705.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2013,brunello,96,90.041199.5,5.958801.5
Capanna Brunello di Montalcino,2013,brunello,95,90.917206.5,4.082794.5
Banfi Brunello di Montalcino,2013,brunello,95,91.634338.5,3.365662.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2013,brunello,95,91.833031.5,3.166969.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2013,brunello,95,91.673759.5,3.326241.5
Camigliano Brunello di Montalcino,2013,brunello,94,90.200470.5,3.799530.5
Caparzo Brunello di Montalcino La Casa,2013,brunello,94,91.116295.5,2.883705.5
Castiglion del Bosco Brunello di Montalcino,2013,brunello,94,90.240288.5,3.759712.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2013,brunello,94,91.395027.5,2.604973.5
Col d'Orcia Brunello di Montalcino,2013,brunello,94,90.399567.5,3.600433.5
Uccelliera Brunello di Montalcino,2013,brunello,94,91.156120.5,2.843880.5
Voliero Brunello di Montalcino,2013,brunello,94,90.479202.5,3.520798.5
Caparzo Brunello di Montalcino,2013,brunello,93,89.842102.5,3.157898.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2013,brunello,93,90.638474.5,2.361526.5
Fanti Brunello di Montalcino,2013,brunello,93,90.001381.5,2.998619.5
La Poderina Brunello di Montalcino,2013,brunello,93,90.240288.5,2.759712.5
Piancornello Brunello di Montalcino,2013,brunello,93,90.439384.5,2.560616.5
Catena Zapata Adrianna Vineyard River Stones Malbec,2013,malbec,96,94.995720.5,1.004280.5
Poggio Nardone Brunello di Montalcino,2013,brunello,91,90.041199.5,0.958801.5
Pulenta La Flor Malbec,2017,malbec,91,89.081680.5,1.918320.5
Devil Proof Vineyards Farrow Ranch Malbec,2014,malbec,91,94.333488.5,-3.333488.5
La Serena Brunello di Montalcino,2013,brunello,93,90.558838.5,2.441162.5
Tilia Malbec,2017,malbec,90,88.882584.5,1.117416.5
Casanova di Neri Brunello di Montalcino White Label,2013,brunello,93,90.638474.5,2.361526.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2015,malbec,92,89.450493.5,2.549507.5
Tapiz Black Tears Malbec,2012,malbec,93,90.481537.5,2.518463.5
BenMarco Malbec,2015,malbec,92,89.131943.5,2.868057.5
Belasco de Baquedano Llama Malbec,2017,malbec,91,89.041862.5,1.958138.5
Altocedro Reserva Malbec,2015,malbec,90,90.047775.5,-0.047775.5
Anko Flor de Cardon Malbec,2015,malbec,93,89.569946.5,3.430054.5
Bodega Cuarto Dominio Chento Malbec,2014,malbec,92,89.236717.5,2.763283.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2012,brunello,94,92.614723.5,1.385277.5
Anko Malbec,2016,malbec,92,89.226265.5,2.773735.5
Molino di Sant'Antimo Brunello di Montalcino,2013,brunello,93,90.240288.5,2.759712.5
Luce Della Vite Brunello di Montalcino,2013,brunello,96,94.023056.5,1.976944.5
Donatella Cinelli Colombini Brunello di Montalcino,2013,brunello,94,91.036659.5,2.963341.5
Fattoria dei Barbi Brunello di Montalcino,2013,brunello,91,90.558838.5,0.441162.5
Fossacolle Brunello di Montalcino,2013,brunello,92,90.837570.5,1.162430.5
Il Poggione Brunello di Montalcino,2013,brunello,92,91.434845.5,0.565155.5
La Gerla Brunello di Montalcino,2013,brunello,91,90.558838.5,0.441162.5
San Felice Campogiovanni Brunello di Montalcino,2013,brunello,94,90.558838.5,3.441162.5
San Filippo Brunello di Montalcino,2013,brunello,92,90.837570.5,1.162430.5
Altesino Brunello di Montalcino Riserva,2012,brunello,94,93.211998.5,0.788002.5
Camigliano Gualto Brunello di Montalcino Riserva,2012,brunello,92,91.420166.5,0.579834.5
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2012,brunello,92,93.769852.5,-1.769852.5
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2012,brunello,93,92.216537.5,0.783463.5
Fuligni Brunello di Montalcino Riserva,2012,brunello,98,95.402016.5,2.597984.5
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2012,brunello,97,93.212395.5,3.787605.5
Mocali Brunello di Montalcino Riserva,2012,brunello,91,91.659073.5,-0.659073.5
Uccelliera Brunello di Montalcino Riserva,2012,brunello,96,94.446373.5,1.553627.5
Banfi Brunello di Montalcino Poggio Alle Mura,2012,brunello,95,91.619255.5,3.380745.5
Salentein Reserve Malbec,2016,malbec,93,89.226265.5,3.773735.5
Black Cabra Malbec,2017,malbec,89,88.962219.5,0.037781.5
Alamos Malbec,2017,malbec,91,88.882584.5,2.117416.5
Ruta 22 Malbec,2017,malbec,90,88.922401.5,1.077599.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2012,brunello,97,95.003830.5,1.996170.5
Gianni Brunelli Brunello di Montalcino,2013,brunello,90,91.235756.5,-1.235756.5
Casanova di Neri Brunello di Montalcino Cerretalto,2012,brunello,97,101.972076.5,-4.972076.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2016,malbec,92,89.146629.5,2.853371.5
Catena Zapata Adrianna Vineyard River Stones Malbec,2014,malbec,94,94.612221.5,-0.612221.5
Finca Decero Remolinos Vineyard Malbec,2016,malbec,90,89.266083.5,0.733917.5
Trapiche Medalla Malbec,2013,malbec,92,89.341484.5,2.658516.5
Alta Vista Classic Malbec,2017,malbec,90,89.002037.5,0.997963.5
Tapiz Malbec,2016,malbec,91,88.987358.5,2.012642.5
Don Miguel Gascon Malbec Riserva,2015,malbec,91,89.251404.5,1.748596.5
Le Potazzine Gorelli Brunello di Montalcino,2013,brunello,93,91.315392.5,1.684608.5
Ruffino Greppone Mazzi Brunello di Montalcino,2012,brunello,93,91.380341.5,1.619659.5
Terrazas de los Andes Las Compuertas Single Vineyard Malbec,2013,malbec,97,90.774956.5,6.225044.5
Gaja Rennina Brunello di Montalcino,2013,brunello,94,95.218010.5,-1.218010.5
Gaja Sugarille Brunello di Montalcino,2013,brunello,94,96.173653.5,-2.173653.5
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2012,brunello,95,93.809273.5,1.190727.5
El Enemigo Malbec,2015,malbec,92,89.450493.5,2.549507.5
Zorzal Terroir Unico Malbec,2017,malbec,91,89.081680.5,1.918320.5
Piancornello Brunello di Montalcino Riserva,2012,brunello,94,91.420166.5,2.579834.5
Domaine Bousquet Tupungato Malbec,2017,malbec,90,88.962219.5,1.037781.5
Manos Negras Malbec,2016,malbec,92,89.146629.5,2.853371.5
Fossacolle Brunello di Montalcino Riserva,2012,brunello,93,93.212395.5,-0.212395.5
Fabre Montmayou Gran Reserva Malbec,2015,malbec,90,89.410675.5,0.589325.5
Fabre Montmayou Reserva Malbec,2016,malbec,92,89.066994.5,2.933006.5
Poggio Antico Brunello di Montalcino Riserva,2012,brunello,97,93.411087.5,3.588913.5
Livio Sassetti Brunello di Montalcino Pertimali,2013,brunello,98,91.036659.5,6.963341.5
Capanna Brunello di Montalcino Riserva,2012,brunello,92,93.012901.5,-1.012901.5
Mocali Vigna Raunate Brunello di Montalcino,2013,brunello,92,90.319923.5,1.680077.5
Tenute Silvio Nardi Poggio Doria Brunello di Montalcino,2012,brunello,93,92.813812.5,0.186188.5
Tenute Silvio Nardi Brunello di Montalcino Manachiara,2012,brunello,93,92.415627.5,0.584373.5
TintoNegro Limestone Block Malbec,2015,malbec,92,89.211586.5,2.788414.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2014,malbec,98,93.616760.5,4.383240.5
Catena Zapata Nicasia Vineyard Malbec,2014,malbec,95,92.422203.5,2.577797.5
Altos las Hormigas Gualtallary Malbec,2013,malbec,96,89.978584.5,6.021416.5
Ruffino Greppone Mazzi Brunello di Montalcino,2011,brunello,92,91.206390.5,0.793610.5
Livio Sassetti Brunello di Montalcino Rouge,2004,brunello,94,89.988670.5,4.011330.5
Ruffino Greppone Mazzi Brunello di Montalcino,2010,brunello,94,90.992607.5,3.007393.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2006,brunello,100,93.721169.5,6.278831.5
Amalaya Malbec,2017,malbec,90,89.081680.5,0.918320.5
Bodini Malbec,2017,malbec,90,89.002037.5,0.997963.5
Alamos Malbec Mendoza Seleccion,2016,malbec,92,89.146629.5,2.853371.5
Poggio Antico Brunello di Montalcino,2004,brunello,91,90.984138.5,0.015862.5
Capanna Brunello di Montalcino,2004,brunello,93,90.028488.5,2.971512.5
Phebus Reserva Malbec,2016,malbec,92,89.066994.5,2.933006.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2016,malbec,94,89.465179.5,4.534821.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2011,brunello,93,92.400948.5,0.599052.5
Altocedro Ano Cero Malbec,2017,malbec,90,89.240952.5,0.759048.5
Achaval-Ferrer Mendoza Malbec,2017,malbec,92,89.639137.5,2.360863.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2015,malbec,97,92.835075.5,4.164925.5
De Martino Las Cruces Malbec,2014,malbec,93,90.112724.5,2.887276.5
Vina Cobos Felino Malbec,2017,malbec,93,89.201134.5,3.798866.5
Poggio San Polo Brunello di Montalcino Riserva,2012,brunello,96,94.048187.5,1.951813.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2015,malbec,93,89.928314.5,3.071686.5
Savage Grace Wines Boushey Vineyard Cot,2016,malbec,95,89.584633.5,5.415367.5
Inkarri by Chakana Estate Malbec,2017,malbec,91,88.922401.5,2.077599.5
Pulenta Gran Malbec X,2014,malbec,94,90.431274.5,3.568726.5
El Esteco Don David Malbec Reserve,2017,malbec,90,89.121498.5,0.878502.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2012,brunello,93,92.216537.5,0.783463.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2015,malbec,94,93.193840.5,0.806160.5
Altos las Hormigas Uco Valley Terroir Malbec,2016,malbec,90,89.226265.5,0.773735.5
Kirkland Signature Kirkland Signature Malbec, Argentina,2017,malbec,91,88.842766.5,2.157234.5
Zuccardi Concreto Malbec,2017,malbec,96,89.878052.5,6.121948.5
Wapisa Malbec,2016,malbec,95,89.266083.5,5.733917.5
Zorzal Gran Terroir Malbec,2016,malbec,93,89.226265.5,3.773735.5
Bodega Monteviejo Lindaflor La Violeta,2010,malbec,95,92.562553.5,2.437447.5
Luca Old Vine Malbec,2016,malbec,93,89.465179.5,3.534821.5
Val di Suga Brunello di Montalcino,2013,brunello,93,90.877388.5,2.122612.5
Catena Alta Malbec,2015,malbec,93,90.445961.5,2.554039.5
CARO Aruma Malbec,2017,malbec,91,89.161316.5,1.838684.5
Trapiche Medalla Malbec,2015,malbec,91,89.370857.5,1.629143.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2017,malbec,90,89.240952.5,0.759048.5
Graffito Malbec,2016,malbec,90,89.106812.5,0.893188.5
Bodega Colome Estate Malbec,2016,malbec,92,89.425362.5,2.574638.5
Gianni Brunelli Brunello di Montalcino Riserva,2013,brunello,93,92.629402.5,0.370598.5
Huarpe Taymente Malbec,2017,malbec,90,89.081680.5,0.918320.5
Bodega Monteviejo Festivo Malbec,2017,malbec,91,89.041862.5,1.958138.5
Baron Edmond de Rothschild Aguaribay Malbec,2016,malbec,91,89.066994.5,1.933006.5
Val di Suga Poggio al Granchio Brunello di Montalcino,2013,brunello,94,91.395027.5,2.604973.5
Catena Malbec,2016,malbec,91,89.266083.5,1.733917.5
Dona Paula Estate Malbec,2017,malbec,91,89.121498.5,1.878502.5
Caparzo Brunello di Montalcino,2014,brunello,91,90.055885.5,0.944115.5
Devil Proof Vineyards Farrow Ranch Malbec,2015,malbec,94,94.427811.5,-0.427811.5
Zuccardi Q Malbec,2016,malbec,92,89.266083.5,2.733917.5
Bodega Noemia de Patagonia J. Alberto,2016,malbec,94,90.341187.5,3.658813.5
Bodega Chakana Estate Selection Malbec,2016,malbec,90,89.664268.5,0.335732.5
Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva,2010,brunello,95,94.576279.5,0.423721.5
Matervini Finca Perdriel,2015,malbec,93,92.038704.5,0.961296.5
La Posta Pizzella Family Vineyard Malbec,2017,malbec,93,89.081680.5,3.918320.5
Lamadrid Malbec,2017,malbec,91,89.121498.5,1.878502.5
Val di Suga Vigna Spuntali Brunello di Montalcino,2013,brunello,94,92.191795.5,1.808205.5
La Posta Fazzio Malbec,2017,malbec,92,89.240952.5,2.759048.5
Bodega Cuarto Dominio Lote 44 Malbec,2017,malbec,93,89.041862.5,3.958138.5
Vina Alicia Paso de Piedra Malbec,2015,malbec,93,89.251404.5,3.748596.5
Lisini Brunello di Montalcino,2014,brunello,91,90.454071.5,0.545929.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2014,brunello,92,90.454071.5,1.545929.5
Dona Paula Parcel Alluvia Malbec,2011,malbec,93,92.338326.5,0.661674.5
Tapiz Black Tears Malbec,2013,malbec,93,90.774956.5,2.225044.5
Zolo Black Malbec,2013,malbec,92,90.177673.5,1.822327.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2016,malbec,94,90.460640.5,3.539360.5
Vina Cobos Bramare Uco Valley Malbec,2016,malbec,92,90.261551.5,1.738449.5
Poggio di Sotto Brunello di Montalcino Riserva,2011,brunello,94,106.536530.5,-12.536530.5
El Esteco Malbec,2016,malbec,92,89.504997.5,2.495003.5
Fattoria La Lecciaia Brunello di Montalcino,2013,brunello,95,89.842102.5,5.157898.5
Alta Vista Estate Malbec,2017,malbec,90,89.280769.5,0.719231.5
Domaine Bousquet Reserva Malbec,2017,malbec,90,89.201134.5,0.798866.5
La Serena Brunello di Montalcino Riserva Gemini,2012,brunello,94,92.176712.5,1.823288.5
Bodega Cuarto Dominio Chento Malbec,2015,malbec,93,89.251404.5,3.748596.5
Altesino Brunello di Montalcino,2014,brunello,91,90.653160.5,0.346840.5
Gianni Brunelli Brunello di Montalcino,2014,brunello,90,90.852257.5,-0.852257.5
Uccelliera Brunello di Montalcino,2014,brunello,92,90.732796.5,1.267204.5
Castello Tricerchi Brunello di Montalcino,2013,brunello,92,90.359749.5,1.640251.5
Fattoria La Lecciaia Brunello di Montalcino Riserva,2012,brunello,93,89.827423.5,3.172577.5
Camigliano Brunello di Montalcino,2014,brunello,91,90.254974.5,0.745026.5
