name,vintage,type,price,score,prediction,difference
Catena Zapata Nicasia Vineyard Malbec,2013,malbec,129.99,94,92.81812,1.18188
Collemattoni Brunello di Montalcino,2012,brunello,59.99,93,93.87303,-0.87303
La Magia Brunello di Montalcino,2012,brunello,39.99,96,93.68301,2.31699
Sassodisole Brunello di Montalcino,2012,brunello,39.99,93,93.68301,-0.68301
Solaria Patrizia Cencioni Brunello di Montalcino,2012,brunello,37.99,93,93.66401,-0.66401
San Polino Brunello di Montalcino Helichrysum,2012,brunello,79.99,95,94.06304,0.93696
Susana Balbo Signature Malbec,2015,malbec,19.99,92,91.77303,0.22697
Poggio Antico Brunello di Montalcino Altero,2012,brunello,79.99,94,94.06304,-0.06304
Poggio di Sotto Brunello di Montalcino,2011,brunello,289.99,93,96.05820,-3.05820
Concha y Toro Gran Reserva Serie Riberas Malbec,2016,malbec,19.99,91,91.77303,-0.77303
Piattelli Premium Reserve Malbec,2016,malbec,13.99,92,91.71603,0.28397
Bodegas Nieto Senetiner Don Nicanor Single Vineyard Malbec,2013,malbec,39.99,91,91.96305,-0.96305
Finca El Origen Reserva Malbec,2016,malbec,13.99,93,91.71603,1.28397
Bodega Chakana Estate Selection Malbec,2015,malbec,25.99,90,91.83004,-1.83004
Kaiken Ultra Malbec,2016,malbec,21.99,94,91.79204,2.20796
Antucura Malbec,2016,malbec,15.99,90,91.73503,-1.73503
Banfi Brunello di Montalcino Poggio Alle Mura,2013,brunello,89.00,96,94.14864,1.85136
Podere Giodo Brunello di Montalcino,2013,brunello,249.00,96,95.66876,0.33124
Mocali Brunello di Montalcino,2014,brunello,18.00,90,93.47409,-3.47409
Caparzo Brunello di Montalcino La Casa,2004,brunello,105.00,93,94.30066,-1.30066
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2004,brunello,73.00,92,93.99663,-1.99663
Vina Alicia Las Compuertas Malbec,2012,malbec,32.99,91,91.89655,-0.89655
Vina Cobos Bramare Uco Valley Malbec,2015,malbec,38.99,93,91.95355,1.04645
Canalicchio di Sopra Brunello di Montalcino,2013,brunello,79.99,93,94.06304,-1.06304
Fossacolle Brunello di Montalcino,2004,brunello,56.00,92,93.83511,-1.83511
Trapiche Oak Cask Malbec,2017,malbec,10.99,91,91.68753,-0.68753
Trapiche Broquel Malbec,2016,malbec,16.99,90,91.74453,-1.74453
Terrazas de los Andes Reserva Malbec,2016,malbec,22.99,92,91.80154,0.19846
Pascual Toso Estate Malbec,2016,malbec,13.99,92,91.71603,0.28397
La Posta Fazzio Malbec,2016,malbec,15.99,90,91.73503,-1.73503
Banfi Brunello di Montalcino Poggio Alle Mura,1999,brunello,99.97,95,94.25287,0.74713
Susana Balbo Signature Malbec,2016,malbec,19.99,95,91.77303,3.22697
Bodegas Nieto Senetiner Malbec,2017,malbec,13.99,91,91.71603,-0.71603
Collosorbo Brunello di Montalcino,2013,brunello,47.99,95,93.75902,1.24098
La Posta Pizzella Family Vineyard Malbec,2016,malbec,16.99,92,91.74453,0.25547
Collosorbo Brunello di Montalcino Riserva,2012,brunello,104.99,95,94.30056,0.69944
Bodegas Nieto Senetiner Don Nicanor Malbec,2016,malbec,18.99,91,91.76353,-0.76353
Altesino Brunello di Montalcino,2013,brunello,59.99,94,93.87303,0.12697
Altesino Montosoli Brunello di Montalcino,2013,brunello,115.99,98,94.40508,3.59492
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2013,brunello,108.99,98,94.33856,3.66144
Renieri Brunello di Montalcino,2013,brunello,78.99,98,94.05354,3.94646
Argiano Brunello di Montalcino,2013,brunello,57.99,96,93.85403,2.14597
Fuligni Brunello di Montalcino,2013,brunello,79.99,96,94.06304,1.93696
La Rasina Brunello di Montalcino,2013,brunello,49.99,96,93.77802,2.22198
San Filippo Brunello di Montalcino Le Lucere,2013,brunello,84.99,96,94.11055,1.88945
Poggio San Polo Brunello di Montalcino,2013,brunello,71.99,96,93.98704,2.01296
Siro Pacenti Brunello di Montalcino Pelagrilli,2013,brunello,44.99,96,93.73051,2.26949
Capanna Brunello di Montalcino,2013,brunello,66.99,95,93.93953,1.06047
Banfi Brunello di Montalcino,2013,brunello,85.00,95,94.11064,0.88936
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2013,brunello,89.99,95,94.15805,0.84195
Frescobaldi Castelgiocondo Brunello di Montalcino,2013,brunello,85.99,95,94.12005,0.87995
Camigliano Brunello di Montalcino,2013,brunello,48.99,94,93.76852,0.23148
Caparzo Brunello di Montalcino La Casa,2013,brunello,71.99,94,93.98704,0.01296
Castiglion del Bosco Brunello di Montalcino,2013,brunello,49.99,94,93.77802,0.22198
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2013,brunello,78.99,94,94.05354,-0.05354
Col d'Orcia Brunello di Montalcino,2013,brunello,53.99,94,93.81602,0.18398
Uccelliera Brunello di Montalcino,2013,brunello,72.99,94,93.99654,0.00346
Voliero Brunello di Montalcino,2013,brunello,55.99,94,93.83502,0.16498
Caparzo Brunello di Montalcino,2013,brunello,39.99,93,93.68301,-0.68301
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2013,brunello,59.99,93,93.87303,-0.87303
Fanti Brunello di Montalcino,2013,brunello,43.99,93,93.72102,-0.72102
La Poderina Brunello di Montalcino,2013,brunello,49.99,93,93.77802,-0.77802
Piancornello Brunello di Montalcino,2013,brunello,54.99,93,93.82552,-0.82552
Catena Zapata Adrianna Vineyard River Stones Malbec,2013,malbec,164.99,96,93.15064,2.84936
Poggio Nardone Brunello di Montalcino,2013,brunello,44.99,91,93.73051,-2.73051
Pulenta La Flor Malbec,2017,malbec,14.99,91,91.72552,-0.72552
Devil Proof Vineyards Farrow Ranch Malbec,2014,malbec,147.99,91,92.98914,-1.98914
La Serena Brunello di Montalcino,2013,brunello,57.99,93,93.85403,-0.85403
Tilia Malbec,2017,malbec,9.99,90,91.67802,-1.67802
Casanova di Neri Brunello di Montalcino White Label,2013,brunello,59.99,93,93.87303,-0.87303
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2015,malbec,24.99,92,91.82054,0.17946
Tapiz Black Tears Malbec,2012,malbec,51.99,93,92.07706,0.92294
BenMarco Malbec,2015,malbec,16.99,92,91.74453,0.25547
Belasco de Baquedano Llama Malbec,2017,malbec,13.99,91,91.71603,-0.71603
Altocedro Reserva Malbec,2015,malbec,39.99,90,91.96305,-1.96305
Anko Flor de Cardon Malbec,2015,malbec,27.99,93,91.84904,1.15096
Bodega Cuarto Dominio Chento Malbec,2014,malbec,19.99,92,91.77303,0.22697
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2012,brunello,109.99,94,94.34807,-0.34807
Anko Malbec,2016,malbec,18.99,92,91.76353,0.23647
Molino di Sant'Antimo Brunello di Montalcino,2013,brunello,49.99,93,93.77802,-0.77802
Luce Della Vite Brunello di Montalcino,2013,brunello,144.99,96,94.68059,1.31941
Donatella Cinelli Colombini Brunello di Montalcino,2013,brunello,69.99,94,93.96803,0.03197
Fattoria dei Barbi Brunello di Montalcino,2013,brunello,57.99,91,93.85403,-2.85403
Fossacolle Brunello di Montalcino,2013,brunello,64.99,92,93.92053,-1.92053
Il Poggione Brunello di Montalcino,2013,brunello,79.99,92,94.06304,-2.06304
La Gerla Brunello di Montalcino,2013,brunello,57.99,91,93.85403,-2.85403
San Felice Campogiovanni Brunello di Montalcino,2013,brunello,57.99,94,93.85403,0.14597
San Filippo Brunello di Montalcino,2013,brunello,64.99,92,93.92053,-1.92053
Altesino Brunello di Montalcino Riserva,2012,brunello,124.99,94,94.49058,-0.49058
Camigliano Gualto Brunello di Montalcino Riserva,2012,brunello,79.99,92,94.06304,-2.06304
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2012,brunello,139.00,92,94.62369,-2.62369
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2012,brunello,99.99,93,94.25306,-1.25306
Fuligni Brunello di Montalcino Riserva,2012,brunello,179.99,98,95.01312,2.98688
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2012,brunello,125.00,97,94.49068,2.50932
Mocali Brunello di Montalcino Riserva,2012,brunello,85.99,91,94.12005,-3.12005
Uccelliera Brunello di Montalcino Riserva,2012,brunello,155.99,96,94.78510,1.21490
Banfi Brunello di Montalcino Poggio Alle Mura,2012,brunello,84.99,95,94.11055,0.88945
Salentein Reserve Malbec,2016,malbec,18.99,93,91.76353,1.23647
Black Cabra Malbec,2017,malbec,11.99,89,91.69703,-2.69703
Alamos Malbec,2017,malbec,9.99,91,91.67802,-0.67802
Ruta 22 Malbec,2017,malbec,10.99,90,91.68753,-1.68753
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2012,brunello,169.99,97,94.91811,2.08189
Gianni Brunelli Brunello di Montalcino,2013,brunello,74.99,90,94.01553,-4.01553
Casanova di Neri Brunello di Montalcino Cerretalto,2012,brunello,344.99,97,96.58075,0.41925
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2016,malbec,16.99,92,91.74453,0.25547
Catena Zapata Adrianna Vineyard River Stones Malbec,2014,malbec,154.99,94,93.05563,0.94437
Finca Decero Remolinos Vineyard Malbec,2016,malbec,19.99,90,91.77303,-1.77303
Trapiche Medalla Malbec,2013,malbec,22.99,92,91.80154,0.19846
Alta Vista Classic Malbec,2017,malbec,12.99,90,91.70653,-1.70653
Tapiz Malbec,2016,malbec,12.99,91,91.70653,-0.70653
Don Miguel Gascon Malbec Riserva,2015,malbec,19.99,91,91.77303,-0.77303
Le Potazzine Gorelli Brunello di Montalcino,2013,brunello,76.99,93,94.03454,-1.03454
Ruffino Greppone Mazzi Brunello di Montalcino,2012,brunello,78.99,93,94.05354,-1.05354
Terrazas de los Andes Las Compuertas Single Vineyard Malbec,2013,malbec,58.99,97,92.14356,4.85644
Gaja Rennina Brunello di Montalcino,2013,brunello,175.00,94,94.96571,-0.96571
Gaja Sugarille Brunello di Montalcino,2013,brunello,199.00,94,95.19373,-1.19373
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2012,brunello,139.99,95,94.63309,0.36691
El Enemigo Malbec,2015,malbec,24.99,92,91.82054,0.17946
Zorzal Terroir Unico Malbec,2017,malbec,14.99,91,91.72552,-0.72552
Piancornello Brunello di Montalcino Riserva,2012,brunello,79.99,94,94.06304,-0.06304
Domaine Bousquet Tupungato Malbec,2017,malbec,11.99,90,91.69703,-1.69703
Manos Negras Malbec,2016,malbec,16.99,92,91.74453,0.25547
Fossacolle Brunello di Montalcino Riserva,2012,brunello,125.00,93,94.49068,-1.49068
Fabre Montmayou Gran Reserva Malbec,2015,malbec,23.99,90,91.81104,-1.81104
Fabre Montmayou Reserva Malbec,2016,malbec,14.99,92,91.72552,0.27448
Poggio Antico Brunello di Montalcino Riserva,2012,brunello,129.99,97,94.53809,2.46191
Livio Sassetti Brunello di Montalcino Pertimali,2013,brunello,69.99,98,93.96803,4.03197
Capanna Brunello di Montalcino Riserva,2012,brunello,119.99,92,94.44307,-2.44307
Mocali Vigna Raunate Brunello di Montalcino,2013,brunello,51.99,92,93.79702,-1.79702
Tenute Silvio Nardi Poggio Doria Brunello di Montalcino,2012,brunello,114.99,93,94.39557,-1.39557
Tenute Silvio Nardi Brunello di Montalcino Manachiara,2012,brunello,104.99,93,94.30056,-1.30056
TintoNegro Limestone Block Malbec,2015,malbec,18.99,92,91.76353,0.23647
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2014,malbec,129.99,98,92.81812,5.18188
Catena Zapata Nicasia Vineyard Malbec,2014,malbec,99.99,95,92.53310,2.46690
Altos las Hormigas Gualtallary Malbec,2013,malbec,38.99,96,91.95355,4.04645
Ruffino Greppone Mazzi Brunello di Montalcino,2011,brunello,74.99,92,94.01553,-2.01553
Livio Sassetti Brunello di Montalcino Rouge,2004,brunello,46.99,94,93.74951,0.25049
Ruffino Greppone Mazzi Brunello di Montalcino,2010,brunello,69.99,94,93.96803,0.03197
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2006,brunello,139.99,100,94.63309,5.36691
Amalaya Malbec,2017,malbec,14.99,90,91.72552,-1.72552
Bodini Malbec,2017,malbec,12.99,90,91.70653,-1.70653
Alamos Malbec Mendoza Seleccion,2016,malbec,16.99,92,91.74453,0.25547
Poggio Antico Brunello di Montalcino,2004,brunello,71.99,91,93.98704,-2.98704
Capanna Brunello di Montalcino,2004,brunello,47.99,93,93.75902,-0.75902
Phebus Reserva Malbec,2016,malbec,14.99,92,91.72552,0.27448
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2016,malbec,24.99,94,91.82054,2.17946
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2011,brunello,104.99,93,94.30056,-1.30056
Altocedro Ano Cero Malbec,2017,malbec,18.99,90,91.76353,-1.76353
Achaval-Ferrer Mendoza Malbec,2017,malbec,28.99,92,91.85854,0.14146
Vina Cobos Bramare Marchiori Vineyard Malbec,2015,malbec,109.99,97,92.62810,4.37190
De Martino Las Cruces Malbec,2014,malbec,41.99,93,91.98205,1.01795
Vina Cobos Felino Malbec,2017,malbec,17.99,93,91.75403,1.24597
Poggio San Polo Brunello di Montalcino Riserva,2012,brunello,145.99,96,94.69009,1.30991
Vina Cobos Bramare Lujan de Cuyo Malbec,2015,malbec,36.99,93,91.93455,1.06545
Savage Grace Wines Boushey Vineyard Cot,2016,malbec,27.99,95,91.84904,3.15096
Inkarri by Chakana Estate Malbec,2017,malbec,10.99,91,91.68753,-0.68753
Pulenta Gran Malbec X,2014,malbec,49.99,94,92.05806,1.94194
El Esteco Don David Malbec Reserve,2017,malbec,15.99,90,91.73503,-1.73503
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2012,brunello,99.99,93,94.25306,-1.25306
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2015,malbec,119.00,94,92.71371,1.28629
Altos las Hormigas Uco Valley Terroir Malbec,2016,malbec,18.99,90,91.76353,-1.76353
Kirkland Signature Kirkland Signature Malbec, Argentina,2017,malbec,8.99,91,91.66853,-0.66853
Zuccardi Concreto Malbec,2017,malbec,34.99,96,91.91554,4.08446
Wapisa Malbec,2016,malbec,19.99,95,91.77303,3.22697
Zorzal Gran Terroir Malbec,2016,malbec,18.99,93,91.76353,1.23647
Bodega Monteviejo Lindaflor La Violeta,2010,malbec,104.99,95,92.58060,2.41940
Luca Old Vine Malbec,2016,malbec,24.99,93,91.82054,1.17946
Val di Suga Brunello di Montalcino,2013,brunello,65.99,93,93.93003,-0.93003
Catena Alta Malbec,2015,malbec,49.99,93,92.05806,0.94194
CARO Aruma Malbec,2017,malbec,16.99,91,91.74453,-0.74453
Trapiche Medalla Malbec,2015,malbec,22.99,91,91.80154,-0.80154
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2017,malbec,18.99,90,91.76353,-1.76353
Graffito Malbec,2016,malbec,15.99,90,91.73503,-1.73503
Bodega Colome Estate Malbec,2016,malbec,23.99,92,91.81104,0.18896
Gianni Brunelli Brunello di Montalcino Riserva,2013,brunello,109.99,93,94.34807,-1.34807
Huarpe Taymente Malbec,2017,malbec,14.99,90,91.72552,-1.72552
Bodega Monteviejo Festivo Malbec,2017,malbec,13.99,91,91.71603,-0.71603
Baron Edmond de Rothschild Aguaribay Malbec,2016,malbec,14.99,91,91.72552,-0.72552
Val di Suga Poggio al Granchio Brunello di Montalcino,2013,brunello,78.99,94,94.05354,-0.05354
Catena Malbec,2016,malbec,19.99,91,91.77303,-0.77303
Dona Paula Estate Malbec,2017,malbec,15.99,91,91.73503,-0.73503
Caparzo Brunello di Montalcino,2014,brunello,44.99,91,93.73051,-2.73051
Devil Proof Vineyards Farrow Ranch Malbec,2015,malbec,149.99,94,93.00813,0.99187
Zuccardi Q Malbec,2016,malbec,19.99,92,91.77303,0.22697
Bodega Noemia de Patagonia J. Alberto,2016,malbec,46.99,94,92.02956,1.97044
Bodega Chakana Estate Selection Malbec,2016,malbec,29.99,90,91.86804,-1.86804
Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva,2010,brunello,159.99,95,94.82310,0.17690
Matervini Finca Perdriel,2015,malbec,89.99,93,92.43809,0.56191
La Posta Pizzella Family Vineyard Malbec,2017,malbec,14.99,93,91.72552,1.27448
Lamadrid Malbec,2017,malbec,15.99,91,91.73503,-0.73503
Val di Suga Vigna Spuntali Brunello di Montalcino,2013,brunello,99.00,94,94.24365,-0.24365
La Posta Fazzio Malbec,2017,malbec,18.99,92,91.76353,0.23647
Bodega Cuarto Dominio Lote 44 Malbec,2017,malbec,13.99,93,91.71603,1.28397
Vina Alicia Paso de Piedra Malbec,2015,malbec,19.99,93,91.77303,1.22697
Lisini Brunello di Montalcino,2014,brunello,54.99,91,93.82552,-2.82552
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2014,brunello,54.99,92,93.82552,-1.82552
Dona Paula Parcel Alluvia Malbec,2011,malbec,98.99,93,92.52359,0.47641
Tapiz Black Tears Malbec,2013,malbec,58.99,93,92.14356,0.85644
Zolo Black Malbec,2013,malbec,43.99,92,92.00105,-0.00105
Vina Cobos Bramare Lujan de Cuyo Malbec,2016,malbec,49.99,94,92.05806,1.94194
Vina Cobos Bramare Uco Valley Malbec,2016,malbec,44.99,92,92.01055,-0.01055
Poggio di Sotto Brunello di Montalcino Riserva,2011,brunello,459.99,94,97.67333,-3.67333
El Esteco Malbec,2016,malbec,25.99,92,91.83004,0.16996
Fattoria La Lecciaia Brunello di Montalcino,2013,brunello,39.99,95,93.68301,1.31699
Alta Vista Estate Malbec,2017,malbec,19.99,90,91.77303,-1.77303
Domaine Bousquet Reserva Malbec,2017,malbec,17.99,90,91.75403,-1.75403
La Serena Brunello di Montalcino Riserva Gemini,2012,brunello,98.99,94,94.24356,-0.24356
Bodega Cuarto Dominio Chento Malbec,2015,malbec,19.99,93,91.77303,1.22697
Altesino Brunello di Montalcino,2014,brunello,59.99,91,93.87303,-2.87303
Gianni Brunelli Brunello di Montalcino,2014,brunello,64.99,90,93.92053,-3.92053
Uccelliera Brunello di Montalcino,2014,brunello,61.99,92,93.89203,-1.89203
Castello Tricerchi Brunello di Montalcino,2013,brunello,52.99,92,93.80652,-1.80652
Fattoria La Lecciaia Brunello di Montalcino Riserva,2012,brunello,39.99,93,93.68301,-0.68301
Camigliano Brunello di Montalcino,2014,brunello,49.99,91,93.77802,-2.77802
