name,vintage,type,price,score,prediction,difference
BenMarco Malbec,2014,malbec,16.99,93,91.63159,1.36841
Catena Zapata Argentino Vineyard Malbec,2013,malbec,119.99,93,92.22110,0.77890
Catena Zapata Nicasia Vineyard Malbec,2013,malbec,129.99,94,92.28011,1.71989
Collemattoni Brunello di Montalcino,2012,brunello,59.99,93,94.15259,-1.15259
La Magia Brunello di Montalcino,2012,brunello,39.99,96,94.03456,1.96544
Sassodisole Brunello di Montalcino,2012,brunello,39.99,93,94.03456,-1.03456
Solaria Patrizia Cencioni Brunello di Montalcino,2012,brunello,37.99,93,94.02276,-1.02276
San Polino Brunello di Montalcino Helichrysum,2012,brunello,79.99,95,94.27062,0.72938
Susana Balbo Signature Malbec,2015,malbec,19.99,92,91.66766,0.33234
Poggio Antico Brunello di Montalcino Altero,2012,brunello,79.99,94,94.27062,-0.27062
Poggio di Sotto Brunello di Montalcino,2011,brunello,289.99,93,95.49159,-2.49159
Concha y Toro Gran Reserva Serie Riberas Malbec,2016,malbec,19.99,91,91.68602,-0.68602
Piattelli Premium Reserve Malbec,2016,malbec,13.99,92,91.65062,0.34938
Bodegas Nieto Senetiner Don Nicanor Single Vineyard Malbec,2013,malbec,39.99,91,91.74897,-0.74897
Finca El Origen Reserva Malbec,2016,malbec,13.99,93,91.65062,1.34938
Bodega Chakana Estate Selection Malbec,2015,malbec,25.99,90,91.70306,-1.70306
Kaiken Ultra Malbec,2016,malbec,21.99,94,91.69783,2.30217
Antucura Malbec,2016,malbec,15.99,90,91.66241,-1.66241
Banfi Brunello di Montalcino Poggio Alle Mura,2013,brunello,89.00,96,94.34216,1.65784
Podere Giodo Brunello di Montalcino,2013,brunello,249.00,96,95.28641,0.71359
Mocali Brunello di Montalcino,2014,brunello,18.00,90,93.94151,-3.94151
Caparzo Brunello di Montalcino La Casa,2004,brunello,105.00,93,94.27133,-1.27133
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2004,brunello,73.00,92,94.08249,-2.08249
Vina Alicia Las Compuertas Malbec,2012,malbec,32.99,91,91.68930,-0.68930
Vina Cobos Bramare Uco Valley Malbec,2015,malbec,38.99,93,91.77979,1.22021
Canalicchio di Sopra Brunello di Montalcino,2013,brunello,79.99,93,94.28899,-1.28899
Fossacolle Brunello di Montalcino,2004,brunello,56.00,92,93.98216,-1.98216
Trapiche Oak Cask Malbec,2017,malbec,10.99,91,91.65128,-0.65128
Trapiche Broquel Malbec,2016,malbec,16.99,90,91.66832,-1.66832
Terrazas de los Andes Reserva Malbec,2016,malbec,22.99,92,91.70373,0.29627
Pascual Toso Estate Malbec,2016,malbec,13.99,92,91.65062,0.34938
La Posta Fazzio Malbec,2016,malbec,15.99,90,91.66241,-1.66241
Banfi Brunello di Montalcino Poggio Alle Mura,1999,brunello,99.97,95,94.14984,0.85016
Susana Balbo Signature Malbec,2016,malbec,19.99,95,91.68602,3.31398
Bodegas Nieto Senetiner Malbec,2017,malbec,13.99,91,91.66898,-0.66898
Collosorbo Brunello di Montalcino,2013,brunello,47.99,95,94.10014,0.89986
La Posta Pizzella Family Vineyard Malbec,2016,malbec,16.99,92,91.66832,0.33168
Collosorbo Brunello di Montalcino Riserva,2012,brunello,104.99,95,94.41817,0.58183
Bodegas Nieto Senetiner Don Nicanor Malbec,2016,malbec,18.99,91,91.68012,-0.68012
Altesino Brunello di Montalcino,2013,brunello,59.99,94,94.17096,-0.17096
Altesino Montosoli Brunello di Montalcino,2013,brunello,115.99,98,94.50144,3.49856
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2013,brunello,108.99,98,94.46013,3.53987
Renieri Brunello di Montalcino,2013,brunello,78.99,98,94.28308,3.71692
Argiano Brunello di Montalcino,2013,brunello,57.99,96,94.15915,1.84085
Fuligni Brunello di Montalcino,2013,brunello,79.99,96,94.28899,1.71101
La Rasina Brunello di Montalcino,2013,brunello,49.99,96,94.11194,1.88806
San Filippo Brunello di Montalcino Le Lucere,2013,brunello,84.99,96,94.31850,1.68150
Poggio San Polo Brunello di Montalcino,2013,brunello,71.99,96,94.24178,1.75822
Siro Pacenti Brunello di Montalcino Pelagrilli,2013,brunello,44.99,96,94.08243,1.91757
Capanna Brunello di Montalcino,2013,brunello,66.99,95,94.21227,0.78773
Banfi Brunello di Montalcino,2013,brunello,85.00,95,94.31856,0.68144
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2013,brunello,89.99,95,94.34801,0.65199
Frescobaldi Castelgiocondo Brunello di Montalcino,2013,brunello,85.99,95,94.32440,0.67560
Camigliano Brunello di Montalcino,2013,brunello,48.99,94,94.10603,-0.10603
Caparzo Brunello di Montalcino La Casa,2013,brunello,71.99,94,94.24178,-0.24178
Castiglion del Bosco Brunello di Montalcino,2013,brunello,49.99,94,94.11194,-0.11194
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2013,brunello,78.99,94,94.28308,-0.28308
Col d'Orcia Brunello di Montalcino,2013,brunello,53.99,94,94.13554,-0.13554
Uccelliera Brunello di Montalcino,2013,brunello,72.99,94,94.24768,-0.24768
Voliero Brunello di Montalcino,2013,brunello,55.99,94,94.14735,-0.14735
Caparzo Brunello di Montalcino,2013,brunello,39.99,93,94.05293,-1.05293
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2013,brunello,59.99,93,94.17096,-1.17096
Fanti Brunello di Montalcino,2013,brunello,43.99,93,94.07654,-1.07654
La Poderina Brunello di Montalcino,2013,brunello,49.99,93,94.11194,-1.11194
Piancornello Brunello di Montalcino,2013,brunello,54.99,93,94.14145,-1.14145
Catena Zapata Adrianna Vineyard River Stones Malbec,2013,malbec,164.99,96,92.48666,3.51334
Poggio Nardone Brunello di Montalcino,2013,brunello,44.99,91,94.08243,-3.08243
Pulenta La Flor Malbec,2017,malbec,14.99,91,91.67488,-0.67488
Devil Proof Vineyards Farrow Ranch Malbec,2014,malbec,147.99,91,92.40469,-1.40469
La Serena Brunello di Montalcino,2013,brunello,57.99,93,94.15915,-1.15915
Tilia Malbec,2017,malbec,9.99,90,91.64537,-1.64537
Casanova di Neri Brunello di Montalcino White Label,2013,brunello,59.99,93,94.17096,-1.17096
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2015,malbec,24.99,92,91.69717,0.30283
Tapiz Black Tears Malbec,2012,malbec,51.99,93,91.80142,1.19858
BenMarco Malbec,2015,malbec,16.99,92,91.64996,0.35004
Belasco de Baquedano Llama Malbec,2017,malbec,13.99,91,91.66898,-0.66898
Altocedro Reserva Malbec,2015,malbec,39.99,90,91.78569,-1.78569
Anko Flor de Cardon Malbec,2015,malbec,27.99,93,91.71487,1.28513
Bodega Cuarto Dominio Chento Malbec,2014,malbec,19.99,92,91.64930,0.35070
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2012,brunello,109.99,94,94.44767,-0.44767
Anko Malbec,2016,malbec,18.99,92,91.68012,0.31988
Molino di Sant'Antimo Brunello di Montalcino,2013,brunello,49.99,93,94.11194,-1.11194
Luce Della Vite Brunello di Montalcino,2013,brunello,144.99,96,94.67259,1.32741
Donatella Cinelli Colombini Brunello di Montalcino,2013,brunello,69.99,94,94.22997,-0.22997
Fattoria dei Barbi Brunello di Montalcino,2013,brunello,57.99,91,94.15915,-3.15915
Fossacolle Brunello di Montalcino,2013,brunello,64.99,92,94.20047,-2.20047
Il Poggione Brunello di Montalcino,2013,brunello,79.99,92,94.28899,-2.28899
La Gerla Brunello di Montalcino,2013,brunello,57.99,91,94.15915,-3.15915
San Felice Campogiovanni Brunello di Montalcino,2013,brunello,57.99,94,94.15915,-0.15915
San Filippo Brunello di Montalcino,2013,brunello,64.99,92,94.20047,-2.20047
Altesino Brunello di Montalcino Riserva,2012,brunello,124.99,94,94.53619,-0.53619
Camigliano Gualto Brunello di Montalcino Riserva,2012,brunello,79.99,92,94.27062,-2.27062
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2012,brunello,139.00,92,94.61887,-2.61887
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2012,brunello,99.99,93,94.38866,-1.38866
Fuligni Brunello di Montalcino Riserva,2012,brunello,179.99,98,94.86078,3.13922
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2012,brunello,125.00,97,94.53625,2.46375
Mocali Brunello di Montalcino Riserva,2012,brunello,85.99,91,94.30603,-3.30603
Uccelliera Brunello di Montalcino Riserva,2012,brunello,155.99,96,94.71914,1.28086
Banfi Brunello di Montalcino Poggio Alle Mura,2012,brunello,84.99,95,94.30013,0.69987
Salentein Reserve Malbec,2016,malbec,18.99,93,91.68012,1.31988
Black Cabra Malbec,2017,malbec,11.99,89,91.65717,-2.65717
Alamos Malbec,2017,malbec,9.99,91,91.64537,-0.64537
Ruta 22 Malbec,2017,malbec,10.99,90,91.65128,-1.65128
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2012,brunello,169.99,97,94.80176,2.19824
Gianni Brunelli Brunello di Montalcino,2013,brunello,74.99,90,94.25948,-4.25948
Casanova di Neri Brunello di Montalcino Cerretalto,2012,brunello,344.99,97,95.83453,1.16547
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2016,malbec,16.99,92,91.66832,0.33168
Catena Zapata Adrianna Vineyard River Stones Malbec,2014,malbec,154.99,94,92.44601,1.55399
Finca Decero Remolinos Vineyard Malbec,2016,malbec,19.99,90,91.68602,-1.68602
Trapiche Medalla Malbec,2013,malbec,22.99,92,91.64864,0.35136
Alta Vista Classic Malbec,2017,malbec,12.99,90,91.66307,-1.66307
Tapiz Malbec,2016,malbec,12.99,91,91.64471,-0.64471
Don Miguel Gascon Malbec Riserva,2015,malbec,19.99,91,91.66766,-0.66766
Le Potazzine Gorelli Brunello di Montalcino,2013,brunello,76.99,93,94.27129,-1.27129
Ruffino Greppone Mazzi Brunello di Montalcino,2012,brunello,78.99,93,94.26472,-1.26472
Terrazas de los Andes Las Compuertas Single Vineyard Malbec,2013,malbec,58.99,97,91.86110,5.13890
Gaja Rennina Brunello di Montalcino,2013,brunello,175.00,94,94.84969,-0.84969
Gaja Sugarille Brunello di Montalcino,2013,brunello,199.00,94,94.99133,-0.99133
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2012,brunello,139.99,95,94.62471,0.37529
El Enemigo Malbec,2015,malbec,24.99,92,91.69717,0.30283
Zorzal Terroir Unico Malbec,2017,malbec,14.99,91,91.67488,-0.67488
Piancornello Brunello di Montalcino Riserva,2012,brunello,79.99,94,94.27062,-0.27062
Domaine Bousquet Tupungato Malbec,2017,malbec,11.99,90,91.65717,-1.65717
Manos Negras Malbec,2016,malbec,16.99,92,91.66832,0.33168
Fossacolle Brunello di Montalcino Riserva,2012,brunello,125.00,93,94.53625,-1.53625
Fabre Montmayou Gran Reserva Malbec,2015,malbec,23.99,90,91.69127,-1.69127
Fabre Montmayou Reserva Malbec,2016,malbec,14.99,92,91.65652,0.34348
Poggio Antico Brunello di Montalcino Riserva,2012,brunello,129.99,97,94.56570,2.43430
Livio Sassetti Brunello di Montalcino Pertimali,2013,brunello,69.99,98,94.22997,3.77003
Capanna Brunello di Montalcino Riserva,2012,brunello,119.99,92,94.50668,-2.50668
Mocali Vigna Raunate Brunello di Montalcino,2013,brunello,51.99,92,94.12375,-2.12375
Tenute Silvio Nardi Poggio Doria Brunello di Montalcino,2012,brunello,114.99,93,94.47717,-1.47717
Tenute Silvio Nardi Brunello di Montalcino Manachiara,2012,brunello,104.99,93,94.41817,-1.41817
TintoNegro Limestone Block Malbec,2015,malbec,18.99,92,91.66176,0.33824
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2014,malbec,129.99,98,92.29847,5.70153
Catena Zapata Nicasia Vineyard Malbec,2014,malbec,99.99,95,92.12143,2.87857
Altos las Hormigas Gualtallary Malbec,2013,malbec,38.99,96,91.74307,4.25693
Ruffino Greppone Mazzi Brunello di Montalcino,2011,brunello,74.99,92,94.22276,-2.22276
Livio Sassetti Brunello di Montalcino Rouge,2004,brunello,46.99,94,93.92899,0.07101
Ruffino Greppone Mazzi Brunello di Montalcino,2010,brunello,69.99,94,94.17488,-0.17488
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2006,brunello,139.99,100,94.51456,5.48544
Amalaya Malbec,2017,malbec,14.99,90,91.67488,-1.67488
Bodini Malbec,2017,malbec,12.99,90,91.66307,-1.66307
Alamos Malbec Mendoza Seleccion,2016,malbec,16.99,92,91.66832,0.33168
Poggio Antico Brunello di Montalcino,2004,brunello,71.99,91,94.07652,-3.07652
Capanna Brunello di Montalcino,2004,brunello,47.99,93,93.93489,-0.93489
Phebus Reserva Malbec,2016,malbec,14.99,92,91.65652,0.34348
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2016,malbec,24.99,94,91.71553,2.28447
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2011,brunello,104.99,93,94.39981,-1.39981
Altocedro Ano Cero Malbec,2017,malbec,18.99,90,91.69849,-1.69849
Achaval-Ferrer Mendoza Malbec,2017,malbec,28.99,92,91.75749,0.24251
Vina Cobos Bramare Marchiori Vineyard Malbec,2015,malbec,109.99,97,92.19880,4.80120
De Martino Las Cruces Malbec,2014,malbec,41.99,93,91.77913,1.22087
Vina Cobos Felino Malbec,2017,malbec,17.99,93,91.69258,1.30742
Poggio San Polo Brunello di Montalcino Riserva,2012,brunello,145.99,96,94.66013,1.33987
Vina Cobos Bramare Lujan de Cuyo Malbec,2015,malbec,36.99,93,91.76799,1.23201
Savage Grace Wines Boushey Vineyard Cot,2016,malbec,27.99,95,91.73323,3.26677
Inkarri by Chakana Estate Malbec,2017,malbec,10.99,91,91.65128,-0.65128
Pulenta Gran Malbec X,2014,malbec,49.99,94,91.82634,2.17366
El Esteco Don David Malbec Reserve,2017,malbec,15.99,90,91.68078,-1.68078
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2012,brunello,99.99,93,94.38866,-1.38866
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2015,malbec,119.00,94,92.25197,1.74803
Altos las Hormigas Uco Valley Terroir Malbec,2016,malbec,18.99,90,91.68012,-1.68012
Kirkland Signature Kirkland Signature Malbec, Argentina,2017,malbec,8.99,91,91.63947,-0.63947
Zuccardi Concreto Malbec,2017,malbec,34.99,96,91.79291,4.20709
Wapisa Malbec,2016,malbec,19.99,95,91.68602,3.31398
Zorzal Gran Terroir Malbec,2016,malbec,18.99,93,91.68012,1.31988
Bodega Monteviejo Lindaflor La Violeta,2010,malbec,104.99,95,92.07748,2.92252
Luca Old Vine Malbec,2016,malbec,24.99,93,91.71553,1.28447
Val di Suga Brunello di Montalcino,2013,brunello,65.99,93,94.20636,-1.20636
Catena Alta Malbec,2015,malbec,49.99,93,91.84471,1.15529
CARO Aruma Malbec,2017,malbec,16.99,91,91.68668,-0.68668
Trapiche Medalla Malbec,2015,malbec,22.99,91,91.68536,-0.68536
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2017,malbec,18.99,90,91.69849,-1.69849
Graffito Malbec,2016,malbec,15.99,90,91.66241,-1.66241
Bodega Colome Estate Malbec,2016,malbec,23.99,92,91.70963,0.29037
Gianni Brunelli Brunello di Montalcino Riserva,2013,brunello,109.99,93,94.46603,-1.46603
Huarpe Taymente Malbec,2017,malbec,14.99,90,91.67488,-1.67488
Bodega Monteviejo Festivo Malbec,2017,malbec,13.99,91,91.66898,-0.66898
Baron Edmond de Rothschild Aguaribay Malbec,2016,malbec,14.99,91,91.65652,-0.65652
Val di Suga Poggio al Granchio Brunello di Montalcino,2013,brunello,78.99,94,94.28308,-0.28308
Catena Malbec,2016,malbec,19.99,91,91.68602,-0.68602
Dona Paula Estate Malbec,2017,malbec,15.99,91,91.68078,-0.68078
Caparzo Brunello di Montalcino,2014,brunello,44.99,91,94.10080,-3.10080
Devil Proof Vineyards Farrow Ranch Malbec,2015,malbec,149.99,94,92.43486,1.56514
Zuccardi Q Malbec,2016,malbec,19.99,92,91.68602,0.31398
Bodega Noemia de Patagonia J. Alberto,2016,malbec,46.99,94,91.84537,2.15463
Bodega Chakana Estate Selection Malbec,2016,malbec,29.99,90,91.74504,-1.74504
Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva,2010,brunello,159.99,95,94.70602,0.29398
Matervini Finca Perdriel,2015,malbec,89.99,93,92.08076,0.91924
La Posta Pizzella Family Vineyard Malbec,2017,malbec,14.99,93,91.67488,1.32512
Lamadrid Malbec,2017,malbec,15.99,91,91.68078,-0.68078
Val di Suga Vigna Spuntali Brunello di Montalcino,2013,brunello,99.00,94,94.40117,-0.40117
La Posta Fazzio Malbec,2017,malbec,18.99,92,91.69849,0.30151
Bodega Cuarto Dominio Lote 44 Malbec,2017,malbec,13.99,93,91.66898,1.33102
Vina Alicia Paso de Piedra Malbec,2015,malbec,19.99,93,91.66766,1.33234
Lisini Brunello di Montalcino,2014,brunello,54.99,91,94.15981,-3.15981
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2014,brunello,54.99,92,94.15981,-2.15981
Dona Paula Parcel Alluvia Malbec,2011,malbec,98.99,93,92.06044,0.93956
Tapiz Black Tears Malbec,2013,malbec,58.99,93,91.86110,1.13890
Zolo Black Malbec,2013,malbec,43.99,92,91.77258,0.22742
Vina Cobos Bramare Lujan de Cuyo Malbec,2016,malbec,49.99,94,91.86307,2.13693
Vina Cobos Bramare Uco Valley Malbec,2016,malbec,44.99,92,91.83356,0.16644
Poggio di Sotto Brunello di Montalcino Riserva,2011,brunello,459.99,94,96.49485,-2.49485
El Esteco Malbec,2016,malbec,25.99,92,91.72144,0.27856
Fattoria La Lecciaia Brunello di Montalcino,2013,brunello,39.99,95,94.05293,0.94707
Alta Vista Estate Malbec,2017,malbec,19.99,90,91.70438,-1.70438
Domaine Bousquet Reserva Malbec,2017,malbec,17.99,90,91.69258,-1.69258
La Serena Brunello di Montalcino Riserva Gemini,2012,brunello,98.99,94,94.38275,-0.38275
Bodega Cuarto Dominio Chento Malbec,2015,malbec,19.99,93,91.66766,1.33234
Altesino Brunello di Montalcino,2014,brunello,59.99,91,94.18932,-3.18932
Gianni Brunelli Brunello di Montalcino,2014,brunello,64.99,90,94.21883,-4.21883
Uccelliera Brunello di Montalcino,2014,brunello,61.99,92,94.20113,-2.20113
Castello Tricerchi Brunello di Montalcino,2013,brunello,52.99,92,94.12965,-2.12965
Fattoria La Lecciaia Brunello di Montalcino Riserva,2012,brunello,39.99,93,94.03456,-1.03456
Camigliano Brunello di Montalcino,2014,brunello,49.99,91,94.13029,-3.13029
